[2026-06-11 00:37:33] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 00:37:33] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_046_d1_w47/training_log.txt
[2026-06-11 00:37:33] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_046_d1_w47/training_stats.csv
[2026-06-11 00:37:34] Epoch 1 | architecture=[47] train_loss=0.014887 val_loss=0.023497 best=0.023497 es=0/10
[2026-06-11 00:37:34] Epoch 1 | architecture=[47] train_loss=0.015071 val_loss=0.021438 best=0.021438 es=0/10
[2026-06-11 00:37:34] Epoch 1 | architecture=[47] train_loss=0.014918 val_loss=0.015074 best=0.015074 es=0/10
[2026-06-11 00:37:34] Epoch 1 | architecture=[47] train_loss=0.013495 val_loss=0.013876 best=0.013876 es=0/10
[2026-06-11 00:37:35] Epoch 1 | architecture=[47] train_loss=0.015010 val_loss=0.014046 best=0.014046 es=0/10
[2026-06-11 00:37:35] Epoch 1 | architecture=[47] train_loss=0.014345 val_loss=0.013543 best=0.013543 es=0/10
[2026-06-11 00:37:35] Epoch 1 | architecture=[47] train_loss=0.013438 val_loss=0.014533 best=0.014533 es=0/10
[2026-06-11 00:37:35] Epoch 1 | architecture=[47] train_loss=0.013233 val_loss=0.016546 best=0.016546 es=0/10
[2026-06-11 00:37:36] Epoch 1 | architecture=[47] train_loss=0.013651 val_loss=0.017538 best=0.017538 es=0/10
[2026-06-11 00:37:36] Epoch 1 | architecture=[47] train_loss=0.012876 val_loss=0.017394 best=0.017394 es=0/10
[2026-06-11 00:37:36] Epoch 1 | architecture=[47] train_loss=0.013989 val_loss=0.016219 best=0.016219 es=0/10
[2026-06-11 00:37:36] Epoch 1 | architecture=[47] train_loss=0.013596 val_loss=0.014577 best=0.014577 es=0/10
[2026-06-11 00:37:37] Epoch 1 | architecture=[47] train_loss=0.013548 val_loss=0.013895 best=0.013895 es=0/10
[2026-06-11 00:37:37] Epoch 1 | architecture=[47] train_loss=0.012999 val_loss=0.014172 best=0.014172 es=0/10
[2026-06-11 00:37:37] Epoch 1 | architecture=[47] train_loss=0.012647 val_loss=0.014487 best=0.014487 es=0/10
[2026-06-11 00:37:37] Epoch 1 | architecture=[47] train_loss=0.013952 val_loss=0.014842 best=0.014842 es=0/10
