[2026-06-11 00:37:37] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 00:37:37] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_047_d1_w48/training_log.txt
[2026-06-11 00:37:37] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_047_d1_w48/training_stats.csv
[2026-06-11 00:37:38] Epoch 1 | architecture=[48] train_loss=0.014617 val_loss=0.016581 best=0.016581 es=0/10
[2026-06-11 00:37:38] Epoch 1 | architecture=[48] train_loss=0.014535 val_loss=0.018596 best=0.018596 es=0/10
[2026-06-11 00:37:38] Epoch 1 | architecture=[48] train_loss=0.013085 val_loss=0.017276 best=0.017276 es=0/10
[2026-06-11 00:37:38] Epoch 1 | architecture=[48] train_loss=0.013713 val_loss=0.014130 best=0.014130 es=0/10
[2026-06-11 00:37:39] Epoch 1 | architecture=[48] train_loss=0.013677 val_loss=0.013492 best=0.013492 es=0/10
[2026-06-11 00:37:39] Epoch 1 | architecture=[48] train_loss=0.014337 val_loss=0.013322 best=0.013322 es=0/10
[2026-06-11 00:37:39] Epoch 1 | architecture=[48] train_loss=0.013189 val_loss=0.014441 best=0.014441 es=0/10
[2026-06-11 00:37:39] Epoch 1 | architecture=[48] train_loss=0.013359 val_loss=0.016654 best=0.016654 es=0/10
[2026-06-11 00:37:40] Epoch 1 | architecture=[48] train_loss=0.013748 val_loss=0.018229 best=0.018229 es=0/10
[2026-06-11 00:37:40] Epoch 1 | architecture=[48] train_loss=0.013698 val_loss=0.016557 best=0.016557 es=0/10
[2026-06-11 00:37:40] Epoch 1 | architecture=[48] train_loss=0.012942 val_loss=0.015278 best=0.015278 es=0/10
[2026-06-11 00:37:40] Epoch 1 | architecture=[48] train_loss=0.013340 val_loss=0.014455 best=0.014455 es=0/10
[2026-06-11 00:37:41] Epoch 1 | architecture=[48] train_loss=0.013300 val_loss=0.014001 best=0.014001 es=0/10
[2026-06-11 00:37:41] Epoch 1 | architecture=[48] train_loss=0.012854 val_loss=0.013861 best=0.013861 es=0/10
[2026-06-11 00:37:41] Epoch 1 | architecture=[48] train_loss=0.012488 val_loss=0.014235 best=0.014235 es=0/10
[2026-06-11 00:37:41] Epoch 1 | architecture=[48] train_loss=0.014759 val_loss=0.014604 best=0.014604 es=0/10
