task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
denoising,ae_depth_to_width,0,cand_000_d1_w1,[1],1.0009640226895378,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_000_d1_w1/checkpoint_last.pt,True,depth,0,0,0,False,0,,
denoising,ae_depth_to_width,1,cand_001_d2_w1,"[1, 1]",1.0060082581779373,2,7,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_001_d2_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_001_d2_w1/checkpoint_last.pt,False,depth,0,1,1,False,0,,
denoising,ae_depth_to_width,2,cand_002_d3_w1,"[1, 1, 1]",1.0124014028634811,3,8,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_002_d3_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_002_d3_w1/checkpoint_last.pt,False,depth,0,2,2,False,0,,
denoising,ae_depth_to_width,3,cand_003_d4_w1,"[1, 1, 1, 1]",1.0141835517568232,2,7,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_003_d4_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_003_d4_w1/checkpoint_last.pt,False,depth,0,3,3,False,0,,
denoising,ae_depth_to_width,4,cand_004_d5_w1,"[1, 1, 1, 1, 1]",1.0703527813413172,2,7,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_004_d5_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_004_d5_w1/checkpoint_last.pt,False,depth,0,4,4,False,0,,
denoising,ae_depth_to_width,5,cand_005_d6_w1,"[1, 1, 1, 1, 1, 1]",1.0703341191897193,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_005_d6_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_005_d6_w1/checkpoint_last.pt,False,depth,0,5,5,False,0,,
denoising,ae_depth_to_width,6,cand_006_d6_w2,"[2, 1, 1, 1, 1, 1]",1.0703425893943443,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_006_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_006_d6_w2/checkpoint_last.pt,False,width,0,5,5,False,0,,
denoising,ae_depth_to_width,7,cand_007_d6_w2,"[2, 2, 1, 1, 1, 1]",1.070330608581705,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_007_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_007_d6_w2/checkpoint_last.pt,False,width,0,5,5,False,0,,
denoising,ae_depth_to_width,8,cand_008_d6_w2,"[2, 2, 2, 1, 1, 1]",1.0703268248054838,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_008_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_008_d6_w2/checkpoint_last.pt,False,width,0,5,5,False,0,,
denoising,ae_depth_to_width,9,cand_009_d6_w2,"[2, 2, 2, 2, 1, 1]",1.0703233516533686,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_009_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_depth_to_width/cand_009_d6_w2/checkpoint_last.pt,False,width,0,5,5,False,0,,
